Vector: dim: 4085
    155.479844     102.941318     35.9153052       26.20936     74.0339208 
             0     20.2125143     155.426389     155.253792     154.974276 
    154.587183     154.093361     153.484693      152.77514     151.962927 
    151.047235     150.038646     148.952515     147.756618     146.482347 
    145.130501     143.703406     142.209164     140.661488     139.047876 
    137.401517     135.678833     133.945671     132.182013     130.404522 
    128.605585     126.816801     125.020161     123.241153     121.487588 
    119.785346     118.069484     116.456749     114.874447     113.370403 
    111.937359     110.589381     109.324732     108.157512     107.091836 
    106.138265     105.316763     104.609138     103.996273     103.558573 
    103.194522     103.013731     102.760288      102.24744     101.375935 
    100.150078     98.5747445     96.6397663     94.3589396     91.6975987 
    88.6727486     85.2685348     81.4637455     77.2856223     72.6923071 
    67.6751709     62.2469616     56.3682892     50.0382531      43.224413 
     31.530626      36.466801     41.0334153     45.2574006     49.1450401 
    52.7223846     55.9880333     58.9503378     61.6376336     64.0375011 
    66.1672442     68.0330734     69.6365218     70.9867563     72.0860273 
    72.9404609     73.5485863      73.905691     74.0484452     74.0606232 
    74.1398786     74.1913983     74.2941578     74.3870608     74.4816711 
    74.5920584     74.7024204     74.8043216     74.8902671     74.9494756 
    74.9809776     74.9740566     74.9296075     74.8018079     74.6583681 
     74.403738     74.0745985     73.6557638     73.1368374     72.4969299 
    71.7379217     70.8471931     69.8119345     68.6228161     67.2777985 
    65.7468642     64.0355872     62.1360812     60.0317999     57.7196704 
    55.1860708     52.4248509     49.4322053      46.192431     42.7104314 
     38.972975     34.9896151     30.7530978     26.2542816     21.5027614 
     16.497718     11.2432862       5.743751              0              0 
             0              0              0              0              0 
             0              0              0              0              0 
             0              0              0              0              0 
             0     30.4132339     37.5917359     43.0639237     47.5718538 
    51.3731376     54.6173917     57.4318261     59.8958528     62.0627834 
    63.9865915     65.7102606     67.2721569     68.6791718     69.9728308 
    71.1729249      72.298013     73.3681706     74.4125095     75.4052195 
    76.3895283     77.3835101     78.4104215     79.4050724     80.4802808 
    81.5723686      82.718032     83.9052697     85.1731999     86.4675703 
    87.8687302     89.3036933     90.8147254     92.3977786      94.058547 
    95.7640716     97.5490289     99.4006397     101.296939     103.267812 
    105.251808     107.319749     109.406886      111.53561     113.665436 
    115.822199     117.988103     120.168554     122.332701      124.48833 
    126.624888     128.728776     130.800715     132.829589     134.827992 
    136.736154     138.595682     140.381949     142.100008     143.730421 
    145.272916     146.722975     148.080073     149.308813     150.475546 
    151.501351     152.419189      153.22123     153.910217     154.473329 
    154.910434     155.225601     155.419589     26.2094434      26.185576 
       26.1526     26.1194543     26.0728895     25.9771962     25.9165251 
    25.8060034     25.6993061     25.5630798     25.4246476     25.2724268 
    25.1108461       24.94666     24.7752264     24.5963195     24.4577662 
    24.2792107     24.1382485     24.0252663     23.8971381     23.8502578 
    23.8108601     23.7929983     23.8352751     23.9375736     24.0363324 
    24.1990476     24.3953187     24.6416834     24.9274192     25.2515886 
    25.5552905     25.9549339     26.3307716     26.7463125     27.1758424 
    27.6129934     28.0784244     28.5502423     29.0580342      29.541559 
