 0   1 
 1   0.268446 
 2   0.13924 
 3   0.100823 
 4   0.0867088 
 5   0.0719735 
 6   0.0299962 
 7   0.01599 
 8   0.0113874 
 9   0.00340296 
 10   0.00201557 
 11   9.8004e-13 
